"1 _ 1",,,"2 _ 1",,,"3 _ 1",,,"4 _ 1",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"10.58","310.8374","0.1763667","10.58","75.64068","0.1763","10.58","340.565","0.1762667","10.58","524.1307","0.1762667"
"10.59","311.5114","0.1765333","10.59","75.9395","0.1764667","10.59","341.1015","0.1764333","10.59","524.861","0.1764333"
"10.6","312.1909","0.1766667","10.6","76.22163","0.1766333","10.6","341.6626","0.1766","10.6","525.5938","0.1765667"
"10.61","312.8767","0.1768333","10.61","76.50534","0.1768","10.61","342.2435","0.1767667","10.61","526.3209","0.1767333"
"10.62","313.5808","0.177","10.62","76.80257","0.1769667","10.62","342.8316","0.1769333","10.62","527.0449","0.1769"
"10.63","314.2905","0.1771667","10.63","77.10775","0.1771667","10.63","343.4157","0.1770667","10.63","527.7618","0.1771"
"10.64","314.9708","0.1773333","10.64","77.41928","0.1773","10.64","343.9911","0.1772333","10.64","528.4611","0.1772667"
"10.65","315.6122","0.1775","10.65","77.73797","0.1774667","10.65","344.5458","0.1774333","10.65","529.1486","0.1774333"
"10.66","316.2408","0.1776667","10.66","78.06778","0.1776333","10.66","345.0815","0.1776","10.66","529.8559","0.1776333"
"10.67","316.8861","0.1778333","10.67","78.40475","0.1778333","10.67","345.6068","0.1777333","10.67","530.6117","0.1778"
"10.68","317.5529","0.178","10.68","78.73456","0.1779667","10.68","346.152","0.1779333","10.68","531.412","0.1779333"
"10.69","318.2252","0.1781667","10.69","79.05325","0.1781333","10.69","346.7345","0.1780667","10.69","532.2329","0.1781"
"10.7","318.8888","0.1783","10.7","79.3759","0.1783","10.7","347.3361","0.1782667","10.7","533.0459","0.1782333"
"10.71","319.5381","0.1785","10.71","79.71366","0.1784667","10.71","347.9203","0.1784333","10.71","533.82","0.1784"
"10.72","320.1842","0.1786667","10.72","80.05301","0.1786333","10.72","348.4829","0.1786333","10.72","534.5353","0.1785667"
"10.73","320.8367","0.1788333","10.73","80.38203","0.1788","10.73","349.048","0.1787667","10.73","535.2115","0.1787333"
"10.74","321.4995","0.179","10.74","80.70071","0.1789667","10.74","349.6305","0.1789333","10.74","535.8823","0.1789"
"10.75","322.1758","0.1791667","10.75","81.01861","0.1791333","10.75","350.2313","0.1791","10.75","536.5658","0.1790667"
"10.76","322.8609","0.1793333","10.76","81.34206","0.1793","10.76","350.8337","0.1792667","10.76","537.2643","0.1792667"
"10.77","323.5428","0.1795","10.77","81.67188","0.1794667","10.77","351.4194","0.1794","10.77","537.9741","0.1794333"
"10.78","324.2183","0.1796667","10.78","82.00645","0.1796333","10.78","351.9877","0.1795667","10.78","538.6917","0.1796"
"10.79","324.8978","0.1798333","10.79","82.34978","0.1798","10.79","352.5511","0.1797333","10.79","539.4316","0.1797667"
"10.8","325.59","0.18","10.8","82.69866","0.1799667","10.8","353.1035","0.1799","10.8","540.204","0.1799"
"10.81","326.2862","0.1801667","10.81","83.04675","0.1801333","10.81","353.6336","0.1800667","10.81","540.9964","0.1801"
"10.82","326.9712","0.1803333","10.82","83.39008","0.1803","10.82","354.1589","0.1802333","10.82","541.7856","0.1802333"
"10.83","327.6451","0.1805","10.83","83.7326","0.1804667","10.83","354.7152","0.1804333","10.83","542.5477","0.1804333"
"10.84","328.3223","0.1806667","10.84","84.07751","0.1806333","10.84","355.3112","0.1805667","10.84","543.2749","0.1806"
"10.85","329.0097","0.1808333","10.85","84.42004","0.1808","10.85","355.92","0.1807667","10.85","543.9893","0.1808"
"10.86","329.709","0.181","10.86","84.76734","0.1809667","10.86","356.5224","0.1809","10.86","544.7205","0.1809667"
"10.87","330.4171","0.1811667","10.87","85.11385","0.1811333","10.87","357.1192","0.1810667","10.87","545.4882","0.1811333"
"10.88","331.1237","0.1813333","10.88","85.45557","0.1813","10.88","357.7121","0.1812333","10.88","546.2877","0.1812667"
"10.89","331.8143","0.1815","10.89","85.79413","0.1814667","10.89","358.297","0.1814","10.89","547.0983","0.1814333"
"10.9","332.4843","0.1816667","10.9","86.13428","0.1816333","10.9","358.8716","0.1816","10.9","547.8939","0.1816"
"10.91","333.1502","0.1818333","10.91","86.47919","0.1818","10.91","359.4351","0.1817667","10.91","548.6552","0.1817667"
"10.92","333.8226","0.182","10.92","86.82569","0.1819667","10.92","359.9969","0.1819333","10.92","549.3832","0.1819333"
"10.93","334.5076","0.1821667","10.93","87.17378","0.1821","10.93","360.5835","0.1821","10.93","550.092","0.1820667"
"10.94","335.1998","0.1823","10.94","87.52028","0.1823","10.94","361.2065","0.1822333","10.94","550.7978","0.1822333"
"10.95","335.8912","0.1824667","10.95","87.86201","0.1824667","10.95","361.8431","0.1824","10.95","551.5035","0.1824"
"10.96","336.5771","0.1826333","10.96","88.20057","0.1826333","10.96","362.4558","0.1826","10.96","552.1997","0.1826"
"10.97","337.255","0.1828","10.97","88.54389","0.1828","10.97","363.0328","0.1827667","10.97","552.8864","0.1827667"
"10.98","337.9234","0.183","10.98","88.90788","0.1829667","10.98","363.5963","0.1829667","10.98","553.577","0.1829667"
"10.99","338.5925","0.1831667","10.99","89.28934","0.1831333","10.99","364.1756","0.1830667","10.99","554.3049","0.1831333"
"11","339.2728","0.1833333","11","89.674","0.1833","11","364.7884","0.1832667","11","555.0837","0.1833"
"11.01","339.9658","0.1835","11.01","90.04752","0.1834667","11.01","365.425","0.1834","11.01","555.9","0.1834667"
"11.02","340.6731","0.1836667","11.02","90.40991","0.1836333","11.02","366.0456","0.1835667","11.02","556.7312","0.1836333"
"11.03","341.3773","0.1838333","11.03","90.77151","0.1838","11.03","366.6226","0.1837333","11.03","557.5482","0.1838"
"11.04","342.0647","0.1839667","11.04","91.1363","0.1839667","11.04","367.1702","0.1839","11.04","558.3373","0.1839333"
"11.05","342.7418","0.1841333","11.05","91.50743","0.1841333","11.05","367.7209","0.1840667","11.05","559.0971","0.1841"
"11.06","343.4253","0.1843","11.06","91.87778","0.1843","11.06","368.2892","0.1842333","11.06","559.841","0.1842667"
"11.07","344.1199","0.1844667","11.07","92.23938","0.1844333","11.07","368.8709","0.1844333","11.07","560.5721","0.1844333"
"11.08","344.8121","0.1846333","11.08","92.59065","0.1846","11.08","369.4622","0.1846","11.08","561.2827","0.1846"
"11.09","345.4924","0.1848","11.09","92.93715","0.1847667","11.09","370.067","0.1847667","11.09","561.9725","0.1847667"
"11.1","346.1679","0.1849667","11.1","93.28047","0.1849667","11.1","370.6956","0.1849","11.1","562.6694","0.1849667"
"11.11","346.8434","0.1851333","11.11","93.61983","0.1851333","11.11","371.3417","0.1850667","11.11","563.3998","0.1851333"
"11.12","347.5197","0.1853","11.12","93.9703","0.1853","11.12","371.9695","0.1852333","11.12","564.1603","0.1853"
"11.13","348.1984","0.1854667","11.13","94.34541","0.1854333","11.13","372.5553","0.1854","11.13","564.9352","0.1854333"
"11.14","348.8859","0.1856333","11.14","94.74277","0.1856333","11.14","373.106","0.1855667","11.14","565.7141","0.1856333"
"11.15","349.5828","0.1858","11.15","95.14332","0.1857667","11.15","373.6536","0.1857333","11.15","566.4929","0.1858"
"11.16","350.2862","0.1859667","11.16","95.52876","0.1859667","11.16","374.2139","0.1859","11.16","567.2614","0.1859333"
"11.17","350.9958","0.1861333","11.17","95.89911","0.1861333","11.17","374.7877","0.1860667","11.17","568.0124","0.1861333"
"11.18","351.7047","0.1863","11.18","96.26627","0.1863","11.18","375.3718","0.1862333","11.18","568.7483","0.1863"
"11.19","352.4121","0.1865","11.19","96.63741","0.1864667","11.19","375.9607","0.1864333","11.19","569.4835","0.1864667"
"11.2","353.1114","0.1866667","11.2","97.01013","0.1866","11.2","376.5615","0.1865667","11.2","570.2321","0.1866333"
"11.21","353.8068","0.1868333","11.21","97.3773","0.1868","11.21","377.1798","0.1867","11.21","571.0005","0.1868"
"11.22","354.5117","0.187","11.22","97.74208","0.1869667","11.22","377.814","0.1868667","11.22","571.7842","0.187"
"11.23","355.2357","0.1871667","11.23","98.11243","0.1871333","11.23","378.4426","0.1870333","11.23","572.5654","0.1871667"
"11.24","355.9677","0.1873333","11.24","98.4939","0.1873","11.24","379.0378","0.1872333","11.24","573.3331","0.1873"
"11.25","356.6853","0.1875","11.25","98.88808","0.1875","11.25","379.5862","0.1874","11.25","574.1096","0.1874667"
"11.26","357.3871","0.1876333","11.26","99.28624","0.1876667","11.26","380.1155","0.1875667","11.26","574.9122","0.1876"
"11.27","358.0769","0.1878","11.27","99.68042","0.1878","11.27","380.6718","0.1877333","11.27","575.7189","0.1877667"
"11.28","358.7635","0.1879667","11.28","100.0818","0.1879667","11.28","381.2806","0.1879333","11.28","576.4786","0.1879333"
"11.29","359.4422","0.1881333","11.29","100.4982","0.1881333","11.29","381.9315","0.1881","11.29","577.1724","0.1881"
"11.3","360.109","0.1883","11.3","100.9059","0.1883","11.3","382.5919","0.1882333","11.3","577.8384","0.1883"
"11.31","360.7615","0.1885","11.31","101.277","0.1884667","11.31","383.2404","0.1884333","11.31","578.5314","0.1884667"
"11.32","361.4195","0.1886667","11.32","101.6188","0.1886333","11.32","383.8682","0.1885667","11.32","579.2737","0.1886"
"11.33","362.1117","0.1888333","11.33","101.9597","0.1888333","11.33","384.4746","0.1887333","11.33","580.0621","0.1887667"
"11.34","362.8453","0.189","11.34","102.3205","0.189","11.34","385.0643","0.1889","11.34","580.8735","0.1889"
"11.35","363.6026","0.1891667","11.35","102.702","0.1891667","11.35","385.6524","0.1890667","11.35","581.6714","0.1891"
"11.36","364.3553","0.1893","11.36","103.0962","0.1893333","11.36","386.2413","0.1892333","11.36","582.428","0.1892667"
"11.37","365.0832","0.1894667","11.37","103.4983","0.1895","11.37","386.8198","0.1894333","11.37","583.1401","0.1894667"
"11.38","365.7802","0.1896333","11.38","103.9036","0.1896333","11.38","387.3929","0.1895667","11.38","583.8339","0.1896333"
"11.39","366.447","0.1898","11.39","104.3042","0.1898333","11.39","387.9793","0.1897333","11.39","584.5515","0.1897667"
"11.4","367.0947","0.19","11.4","104.6967","0.1899667","11.4","388.5937","0.1899","11.4","585.3311","0.1899333"
"11.41","367.744","0.1901667","11.41","105.0814","0.1901667","11.41","389.2255","0.1900667","11.41","586.1648","0.1901"
"11.42","368.4171","0.1903333","11.42","105.4597","0.1903333","11.42","389.8485","0.1902333","11.42","586.9985","0.1902667"
"11.43","369.1205","0.1904667","11.43","105.8364","0.1905","11.43","390.4518","0.1904","11.43","587.7885","0.1904333"
"11.44","369.8476","0.1906333","11.44","106.2218","0.1906667","11.44","391.0399","0.1905667","11.44","588.5386","0.1906"
"11.45","370.5788","0.1908","11.45","106.6248","0.1908333","11.45","391.6272","0.1907667","11.45","589.2762","0.1907667"
"11.46","371.2908","0.1909667","11.46","107.0428","0.191","11.46","392.2288","0.1909333","11.46","590.0097","0.1909333"
"11.47","371.9775","0.1911667","11.47","107.464","0.1911667","11.47","392.8455","0.1911","11.47","590.7408","0.1911333"
"11.48","372.6466","0.1913333","11.48","107.8788","0.1913333","11.48","393.4717","0.1912667","11.48","591.4855","0.1912667"
"11.49","373.3206","0.1915","11.49","108.285","0.1915","11.49","394.1043","0.1914333","11.49","592.262","0.1914333"
"11.5","374.0152","0.1916667","11.5","108.6847","0.1916333","11.5","394.7361","0.1916","11.5","593.0646","0.1916"
"11.51","374.7415","0.1918333","11.51","109.0709","0.1917667","11.51","395.3552","0.1917667","11.51","593.8689","0.1917667"
"11.52","375.4878","0.1919667","11.52","109.446","0.1919667","11.52","395.9624","0.1919667","11.52","594.6541","0.1919333"
"11.53","376.2237","0.1921333","11.53","109.8108","0.1921333","11.53","396.572","0.1921","11.53","595.4106","0.1921"
"11.54","376.9302","0.1923333","11.54","110.1613","0.1923","11.54","397.1998","0.1922333","11.54","596.1553","0.1922667"
"11.55","377.6057","0.1925","11.55","110.507","0.1924667","11.55","397.8499","0.1924","11.55","596.9039","0.1924333"
"11.56","378.2662","0.1926667","11.56","110.8782","0.1926333","11.56","398.4944","0.1925667","11.56","597.6645","0.1926"
"11.57","378.9369","0.1928","11.57","111.2946","0.1928","11.57","399.104","0.1927333","11.57","598.437","0.1927667"
"11.58","379.6307","0.1929667","11.58","111.7325","0.1929667","11.58","399.6722","0.1929","11.58","599.2166","0.1929333"
"11.59","380.3444","0.1931333","11.59","112.1545","0.1931333","11.59","400.2237","0.1931","11.59","599.9891","0.1931"
"11.6","381.0573","0.1933333","11.6","112.5574","0.1933333","11.6","400.7896","0.1932333","11.6","600.7544","0.1932667"
"11.61","381.7574","0.1935","11.61","112.9516","0.1935","11.61","401.3896","0.1934","11.61","601.5229","0.1934333"
"11.62","382.4496","0.1936667","11.62","113.3529","0.1936667","11.62","402.0222","0.1935667","11.62","602.293","0.1936"
"11.63","383.1577","0.1938333","11.63","113.7726","0.1938333","11.63","402.6667","0.1937667","11.63","603.0496","0.1937667"
"11.64","383.896","0.194","11.64","114.2144","0.1939667","11.64","403.3041","0.1939","11.64","603.7982","0.1939333"
"11.65","384.6558","0.1941667","11.65","114.6595","0.1941333","11.65","403.9288","0.1940667","11.65","604.5596","0.1941"
"11.66","385.41","0.1943333","11.66","115.0846","0.1943333","11.66","404.5526","0.1942333","11.66","605.3392","0.1942667"
"11.67","386.1427","0.1944667","11.67","115.482","0.1945","11.67","405.182","0.1944","11.67","606.1228","0.1944667"
"11.68","386.854","0.1946667","11.68","115.869","0.1946667","11.68","405.8035","0.1945667","11.68","606.9017","0.1946333"
"11.69","387.5502","0.1948","11.69","116.2704","0.1948667","11.69","406.4171","0.1947","11.69","607.6765","0.1948"
"11.7","388.2329","0.1949667","11.7","116.7027","0.195","11.7","407.029","0.1949","11.7","608.4641","0.1949667"
"11.71","388.9131","0.1951667","11.71","117.1589","0.1951333","11.71","407.6409","0.1950667","11.71","609.2692","0.1951333"
"11.72","389.6062","0.1953333","11.72","117.6151","0.1953","11.72","408.2433","0.1952333","11.72","610.0837","0.1953"
"11.73","390.3206","0.1954667","11.73","118.0498","0.1954333","11.73","408.8378","0.1954","11.73","610.8856","0.1954333"
"11.74","391.047","0.1956333","11.74","118.4471","0.1956","11.74","409.4577","0.1955667","11.74","611.6628","0.1956"
"11.75","391.7734","0.1958","11.75","118.808","0.1958","11.75","410.1086","0.1957333","11.75","612.4242","0.1957667"
"11.76","392.491","0.1959667","11.76","119.1497","0.196","11.76","410.765","0.1959","11.76","613.1736","0.1959333"
"11.77","393.1967","0.1961333","11.77","119.5097","0.1961333","11.77","411.408","0.1960667","11.77","613.9127","0.1961"
"11.78","393.8953","0.1962667","11.78","119.9102","0.1963333","11.78","412.0477","0.1962333","11.78","614.6447","0.1962667"
"11.79","394.5986","0.1964667","11.79","120.3529","0.1965","11.79","412.6914","0.1963667","11.79","615.3822","0.1964667"
"11.8","395.3115","0.1966333","11.8","120.8154","0.1966333","11.8","413.3217","0.1965667","11.8","616.142","0.1966333"
"11.81","396.0323","0.1968333","11.81","121.2748","0.1968333","11.81","413.9225","0.1967333","11.81","616.9279","0.1968"
"11.82","396.7571","0.197","11.82","121.7302","0.1970333","11.82","414.509","0.1969333","11.82","617.7306","0.1969667"
"11.83","397.4907","0.1971333","11.83","122.1816","0.1972","11.83","415.1138","0.1971","11.83","618.5373","0.1971333"
"11.84","398.2393","0.1973","11.84","122.6306","0.1973333","11.84","415.7599","0.1972667","11.84","619.3463","0.1973"
"11.85","398.9959","0.1974667","11.85","123.0796","0.1975","11.85","416.4378","0.1974333","11.85","620.1617","0.1974667"
"11.86","399.7397","0.1976333","11.86","123.5358","0.1976667","11.86","417.1252","0.1975667","11.86","620.9683","0.1976333"
"11.87","400.4463","0.1978","11.87","123.9848","0.1978","11.87","417.8008","0.1977333","11.87","621.7432","0.1978"
"11.88","401.1241","0.198","11.88","124.3997","0.1979333","11.88","418.4453","0.1979","11.88","622.4879","0.1979667"
"11.89","401.8068","0.1981667","11.89","124.7843","0.1981","11.89","419.0588","0.1980333","11.89","623.2302","0.1981333"
"11.9","402.5245","0.1983333","11.9","125.1626","0.1982667","11.9","419.6509","0.1982333","11.9","623.9843","0.1983"
"11.91","403.2699","0.1985","11.91","125.548","0.1984333","11.91","420.239","0.1983667","11.91","624.7496","0.1984667"
"11.92","404.0329","0.1986667","11.92","125.9327","0.1986","11.92","420.8326","0.1985667","11.92","625.519","0.1986"
"11.93","404.8006","0.1988","11.93","126.311","0.1987667","11.93","421.4422","0.1987333","11.93","626.2859","0.1987667"
"11.94","405.558","0.1989667","11.94","126.6996","0.1989333","11.94","422.074","0.1989","11.94","627.0449","0.1989333"
"11.95","406.2931","0.1991333","11.95","127.1129","0.1991333","11.95","422.7233","0.1991","11.95","627.7903","0.1991333"
"11.96","407.0067","0.1993","11.96","127.5555","0.1993","11.96","423.3853","0.1992333","11.96","628.5254","0.1993"
"11.97","407.7101","0.1994667","11.97","128.0181","0.1994667","11.97","424.0521","0.1994","11.97","629.259","0.1994667"
"11.98","408.4094","0.1996333","11.98","128.4854","0.1996333","11.98","424.7141","0.1995333","11.98","630.0084","0.1996333"
"11.99","409.1151","0.1998","11.99","128.9479","0.1998","11.99","425.3562","0.1997","11.99","630.7841","0.1998"
"12","409.8296","0.1999667","12","129.4112","0.1999667","12","425.9674","0.1999","12","631.582","0.1999667"
"12.01","410.5536","0.2001333","12.01","129.8801","0.2001333","12.01","426.5523","0.2000667","12.01","632.3902","0.2001333"
"12.02","411.2824","0.2003","12.02","130.345","0.2003","12.02","427.1428","0.2002333","12.02","633.1968","0.2003"
"12.03","412.0103","0.2004333","12.03","130.7925","0.2005","12.03","427.7595","0.2003667","12.03","633.9908","0.2004333"
"12.04","412.7343","0.2006333","12.04","131.228","0.2006667","12.04","428.4016","0.2005667","12.04","634.772","0.2006"
"12.05","413.4568","0.2008","12.05","131.6706","0.2008333","12.05","429.0501","0.2007333","12.05","635.5373","0.2007667"
"12.06","414.1696","0.2009333","12.06","132.1443","0.201","12.06","429.6915","0.2009","12.06","636.2883","0.2009333"
"12.07","414.8642","0.2011","12.07","132.6418","0.2011667","12.07","430.3281","0.2010667","12.07","637.029","0.2011"
"12.08","415.5556","0.2012667","12.08","133.1321","0.2013","12.08","430.9718","0.2012333","12.08","637.7689","0.2012667"
"12.09","416.2614","0.2014667","12.09","133.5907","0.2015","12.09","431.6314","0.2014333","12.09","638.5135","0.2014333"
"12.1","416.979","0.2016333","12.1","134.0286","0.2016667","12.1","432.2958","0.2016","12.1","639.2741","0.2016"
"12.11","417.695","0.2018","12.11","134.4657","0.2018","12.11","432.9586","0.2017667","12.11","640.0593","0.2017667"
"12.12","418.4174","0.202","12.12","134.9028","0.2019667","12.12","433.6206","0.2019333","12.12","640.8644","0.2019333"
"12.13","419.1645","0.2021667","12.13","135.3335","0.2021","12.13","434.2882","0.2020667","12.13","641.6678","0.2021"
"12.14","419.9338","0.2023333","12.14","135.7603","0.2023","12.14","434.9565","0.2022333","12.14","642.4482","0.2023"
"12.15","420.7118","0.2025333","12.15","136.1863","0.2025","12.15","435.6098","0.2024","12.15","643.2112","0.2024667"
"12.16","421.4859","0.2027","12.16","136.6083","0.2026667","12.16","436.2424","0.2026","12.16","643.9829","0.2026333"
"12.17","422.256","0.2028667","12.17","137.0295","0.2028","12.17","436.8583","0.2027667","12.17","644.78","0.2028"
"12.18","423.0261","0.2030333","12.18","137.4714","0.2029667","12.18","437.4742","0.2029333","12.18","645.5962","0.2029667"
"12.19","423.8001","0.2031667","12.19","137.9514","0.2031333","12.19","438.11","0.2031","12.19","646.4155","0.2031"
"12.2","424.5703","0.2033333","12.2","138.4441","0.2033333","12.2","438.7736","0.2032667","12.2","647.2254","0.2032667"
"12.21","425.3284","0.2035","12.21","138.917","0.2034667","12.21","439.4484","0.2034","12.21","648.0201","0.2034333"
"12.22","426.0635","0.2036333","12.22","139.3692","0.2036333","12.22","440.1128","0.2035333","12.22","648.7974","0.2036"
"12.23","426.7645","0.2038","12.23","139.8246","0.2038","12.23","440.7485","0.2037","12.23","649.5643","0.2037667"
"12.24","427.4321","0.2039667","12.24","140.2807","0.2039667","12.24","441.3493","0.2039","12.24","650.3328","0.2039333"
"12.25","428.0822","0.2041333","12.25","140.7194","0.2041667","12.25","441.9263","0.2041","12.25","651.106","0.2041"
"12.26","428.7314","0.2043333","12.26","141.1446","0.2043333","12.26","442.5017","0.2042667","12.26","651.8713","0.2042667"
"12.27","429.3951","0.2044667","12.27","141.5849","0.2045","12.27","443.1073","0.2044333","12.27","652.6279","0.2044333"
"12.28","430.0904","0.2046333","12.28","142.0617","0.2047","12.28","443.7606","0.2046","12.28","653.394","0.2046"
"12.29","430.8232","0.2048333","12.29","142.5695","0.2048667","12.29","444.448","0.2047667","12.29","654.1793","0.2047667"
"12.3","431.5702","0.205","12.3","143.0813","0.205","12.3","445.1394","0.2049333","12.3","654.9636","0.2049333"
"12.31","432.3053","0.2051667","12.31","143.5868","0.2052","12.31","445.8173","0.2051","12.31","655.7306","0.2051"
"12.32","433.023","0.2053333","12.32","144.0875","0.2053333","12.32","446.4841","0.2052667","12.32","656.4895","0.2052667"
"12.33","433.7462","0.2055","12.33","144.5778","0.2054667","12.33","447.1517","0.2054333","12.33","657.2636","0.2054333"
"12.34","434.4829","0.2057","12.34","145.0475","0.2056333","12.34","447.8152","0.2055667","12.34","658.0519","0.2056"
"12.35","435.2363","0.2058667","12.35","145.4941","0.2058333","12.35","448.4598","0.2057667","12.35","658.8419","0.2058"
"12.36","436.0008","0.206","12.36","145.9225","0.2059667","12.36","449.0829","0.2059","12.36","659.6335","0.2059667"
"12.37","436.7717","0.2061667","12.37","146.3421","0.2061333","12.37","449.6924","0.2061","12.37","660.4354","0.2061333"
"12.38","437.5323","0.2063","12.38","146.7776","0.2063333","12.38","450.3004","0.2063","12.38","661.2547","0.2062667"
"12.39","438.2674","0.2065","12.39","147.2394","0.2065","12.39","450.9179","0.2064333","12.39","662.0828","0.2064333"
"12.4","438.9691","0.2066667","12.4","147.7194","0.2066333","12.4","451.5576","0.2066333","12.4","662.9022","0.2066"
"12.41","439.6431","0.2068","12.41","148.2097","0.2068","12.41","452.2316","0.2067667","12.41","663.6977","0.2067667"
"12.42","440.3075","0.207","12.42","148.7017","0.207","12.42","452.9325","0.2069","12.42","664.4742","0.2069"
"12.43","440.9877","0.2071333","12.43","149.1872","0.2071667","12.43","453.6295","0.2070667","12.43","665.2443","0.2071"
"12.44","441.6974","0.2073","12.44","149.6649","0.2073667","12.44","454.3034","0.2072333","12.44","666.0128","0.2072667"
"12.45","442.4238","0.2074667","12.45","150.1457","0.2075333","12.45","454.9424","0.2074","12.45","666.7773","0.2074333"
"12.46","443.1439","0.2076333","12.46","150.6408","0.2076667","12.46","455.5424","0.2075333","12.46","667.5283","0.2076"
"12.47","443.8495","0.2078333","12.47","151.1518","0.2078333","12.47","456.1178","0.2077333","12.47","668.2729","0.2077667"
"12.48","444.5513","0.2079667","12.48","151.674","0.2079667","12.48","456.6971","0.2079","12.48","669.0343","0.2079667"
"12.49","445.2753","0.2081333","12.49","152.1873","0.2081667","12.49","457.298","0.2080667","12.49","669.8243","0.2081"
"12.5","446.0287","0.2083","12.5","152.6729","0.2083667","12.5","457.9298","0.2082333","12.5","670.6357","0.2082667"
"12.51","446.7877","0.2084667","12.51","153.1315","0.2085","12.51","458.5974","0.2084","12.51","671.4638","0.2084667"
"12.52","447.5363","0.2086333","12.52","153.5869","0.2086667","12.52","459.284","0.2085667","12.52","672.2927","0.2086"
"12.53","448.2762","0.2088","12.53","154.0653","0.2088333","12.53","459.9667","0.2087333","12.53","673.1017","0.2087667"
"12.54","449.0097","0.2089667","12.54","154.5747","0.2089667","12.54","460.6366","0.2089","12.54","673.8878","0.2089333"
"12.55","449.7377","0.2091333","12.55","155.0921","0.2091333","12.55","461.2986","0.2091","12.55","674.6578","0.2091"
"12.56","450.4665","0.2093","12.56","155.588","0.2093","12.56","461.9487","0.2092667","12.56","675.416","0.2092667"
"12.57","451.2048","0.2094667","12.57","156.0553","0.2094667","12.57","462.5909","0.2094333","12.57","676.1742","0.2094333"
"12.58","451.9455","0.2096333","12.58","156.5043","0.2096333","12.58","463.2489","0.2096","12.58","676.949","0.2096"
"12.59","452.6758","0.2098","12.59","156.9573","0.2098","12.59","463.9419","0.2097667","12.59","677.7374","0.2097667"
"12.6","453.3958","0.21","12.6","157.4302","0.2099667","12.6","464.6579","0.2099","12.6","678.5258","0.2099333"
"12.61","454.1214","0.2101667","12.61","157.9173","0.2101333","12.61","465.3661","0.2100667","12.61","679.307","0.2101"
"12.62","454.8597","0.2103333","12.62","158.4053","0.2103","12.62","466.0352","0.2102333","12.62","680.085","0.2103"
"12.63","455.6139","0.2104667","12.63","158.8917","0.2104667","12.63","466.6606","0.2104","12.63","680.8646","0.2104667"
"12.64","456.388","0.2106667","12.64","159.3884","0.2106333","12.64","467.2575","0.2105333","12.64","681.6514","0.2106333"
"12.65","457.1716","0.2108333","12.65","159.897","0.2108333","12.65","467.8567","0.2107333","12.65","682.4485","0.2108"
"12.66","457.9385","0.211","12.66","160.4152","0.211","12.66","468.4822","0.2109","12.66","683.2592","0.2109333"
"12.67","458.6768","0.2111667","12.67","160.9381","0.2111667","12.67","469.1275","0.2111","12.67","684.0778","0.2111"
"12.68","459.4056","0.2113333","12.68","161.4674","0.2113333","12.68","469.776","0.2113","12.68","684.8955","0.2112667"
"12.69","460.1415","0.2114667","12.69","162.0062","0.2115","12.69","470.4388","0.2114333","12.69","685.6926","0.2114333"
"12.7","460.8742","0.2116333","12.7","162.5514","0.2116667","12.7","471.1413","0.2116","12.7","686.4587","0.2115667"
"12.71","461.5959","0.2118","12.71","163.0894","0.2118333","12.71","471.8749","0.2117667","12.71","687.2034","0.2117667"
"12.72","462.3127","0.2119667","12.72","163.6076","0.212","12.72","472.6013","0.2119333","12.72","687.9473","0.2119333"
"12.73","463.0327","0.2121333","12.73","164.1107","0.2121333","12.73","473.2943","0.2121","12.73","688.7007","0.2121333"
"12.74","463.7527","0.2123","12.74","164.6105","0.2123","12.74","473.9483","0.2122333","12.74","689.4731","0.2123"
"12.75","464.4767","0.2124667","12.75","165.1128","0.2124667","12.75","474.5793","0.2124","12.75","690.275","0.2124667"
"12.76","465.2103","0.2126333","12.76","165.6167","0.2126333","12.76","475.2119","0.2125667","12.76","691.0984","0.2126333"
"12.77","465.947","0.2128","12.77","166.1158","0.2128","12.77","475.8414","0.2127333","12.77","691.9272","0.2128"
"12.78","466.6765","0.2129667","12.78","166.6093","0.2129667","12.78","476.4565","0.2129","12.78","692.7435","0.2129667"
"12.79","467.4069","0.2131333","12.79","167.1012","0.2131333","12.79","477.0764","0.2130667","12.79","693.5382","0.2131333"
"12.8","468.142","0.2133","12.8","167.5916","0.2133","12.8","477.7114","0.2132333","12.8","694.3146","0.2132667"
"12.81","468.8764","0.2134667","12.81","168.0875","0.2134667","12.81","478.3511","0.2134","12.81","695.0855","0.2134333"
"12.82","469.6091","0.2136333","12.82","168.6001","0.2136333","12.82","478.9837","0.2135667","12.82","695.8612","0.2136333"
"12.83","470.3442","0.2138","12.83","169.1246","0.2138333","12.83","479.6219","0.2137667","12.83","696.6289","0.2137667"
"12.84","471.0873","0.2139667","12.84","169.6515","0.2139667","12.84","480.2839","0.2139","12.84","697.3887","0.2139333"
"12.85","471.8367","0.2141333","12.85","170.1864","0.2141333","12.85","480.9769","0.2140667","12.85","698.1572","0.2141"
"12.86","472.5877","0.2143","12.86","170.7315","0.2143","12.86","481.6842","0.2142333","12.86","698.9328","0.2142333"
"12.87","473.3412","0.2144667","12.87","171.2759","0.2144667","12.87","482.3693","0.2144333","12.87","699.7029","0.2144333"
